Run	Assay	Platform	Type	Experiment	Instrument	Isolation_Source	Library	Name	AvgSpotLen	Bases	BioProject	BioSample	BioSampleModel	Bytes	Center	Name	Collection_date	Consent	DATASTORE	filetype	DATASTORE	provider	DATASTORE	region	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	HOST	Lat_Lon	LibraryLayout	LibrarySelection	LibrarySource	Organism	ReleaseDate	Sample	Name	SRA	Study	Isolate					
SRR15884331	AMPLICON	Young_15	406	China	Illumina	NovaSeq	intestinal	fecal	8393396	PRJNA763023	SAMN21421201	Metagenome	or	environmental	4357408	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175277	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Young_15	
SRR15884332	AMPLICON	Young_14	405	China	Illumina	NovaSeq	intestinal	fecal	9224516	PRJNA763023	SAMN21421200	Metagenome	or	environmental	4779901	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175276	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Young_14	
SRR15884333	AMPLICON	Young_144	409	China	Illumina	NovaSeq	intestinal	fecal	9767654	PRJNA763023	SAMN21421199	Metagenome	or	environmental	4520558	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175275	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Young_144	
SRR15884334	AMPLICON	Young_143	402	China	Illumina	NovaSeq	intestinal	fecal	13222769	PRJNA763023	SAMN21421198	Metagenome	or	environmental	8074097	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175274	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Young_143	
SRR15884335	AMPLICON	Young_142	404	China	Illumina	NovaSeq	intestinal	fecal	8271834	PRJNA763023	SAMN21421197	Metagenome	or	environmental	5084098	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175273	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Young_142	
SRR15884336	AMPLICON	oControl_158	407	China	Illumina	NovaSeq	intestinal	fecal	26289869	PRJNA763023	SAMN21420630	Metagenome	or	environmental	8984960	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175272	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	oControl_158	
SRR15884337	AMPLICON	Young_141	384	China	Illumina	NovaSeq	intestinal	fecal	10655909	PRJNA763023	SAMN21421196	Metagenome	or	environmental	7361699	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175271	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Young_141	
SRR15884338	AMPLICON	Young_140	410	China	Illumina	NovaSeq	intestinal	fecal	16350731	PRJNA763023	SAMN21421195	Metagenome	or	environmental	7523108	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175270	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Young_140	
SRR15884339	AMPLICON	Young_13	403	China	Illumina	NovaSeq	intestinal	fecal	16364448	PRJNA763023	SAMN21421194	Metagenome	or	environmental	8224111	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175269	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Young_13	
SRR15884340	AMPLICON	Young_139	411	China	Illumina	NovaSeq	intestinal	fecal	12264674	PRJNA763023	SAMN21421193	Metagenome	or	environmental	5803375	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175268	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Young_139	
SRR15884341	AMPLICON	Young_138	410	China	Illumina	NovaSeq	intestinal	fecal	5382111	PRJNA763023	SAMN21421192	Metagenome	or	environmental	2645464	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175267	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Young_138	
SRR15884342	AMPLICON	Young_137	410	China	Illumina	NovaSeq	intestinal	fecal	4257504	PRJNA763023	SAMN21421191	Metagenome	or	environmental	2079810	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175266	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Young_137	
SRR15884343	AMPLICON	Young_136	415	China	Illumina	NovaSeq	intestinal	fecal	5258695	PRJNA763023	SAMN21421190	Metagenome	or	environmental	2524002	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175265	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Young_136	
SRR15884344	AMPLICON	Young_135	407	China	Illumina	NovaSeq	intestinal	fecal	5877296	PRJNA763023	SAMN21421189	Metagenome	or	environmental	2865857	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175264	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Young_135	
SRR15884345	AMPLICON	Young_134	414	China	Illumina	NovaSeq	intestinal	fecal	4118635	PRJNA763023	SAMN21421188	Metagenome	or	environmental	1993470	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175263	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Young_134	
SRR15884346	AMPLICON	Young_133	407	China	Illumina	NovaSeq	intestinal	fecal	5766982	PRJNA763023	SAMN21421187	Metagenome	or	environmental	2695268	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175262	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Young_133	
SRR15884347	AMPLICON	oControl_157	414	China	Illumina	NovaSeq	intestinal	fecal	25173794	PRJNA763023	SAMN21420629	Metagenome	or	environmental	8729198	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175261	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	oControl_157	
SRR15884348	AMPLICON	Young_132	416	China	Illumina	NovaSeq	intestinal	fecal	2323500	PRJNA763023	SAMN21421186	Metagenome	or	environmental	1182916	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175260	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Young_132	
SRR15884349	AMPLICON	Young_131	409	China	Illumina	NovaSeq	intestinal	fecal	21025066	PRJNA763023	SAMN21421185	Metagenome	or	environmental	9859112	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175259	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Young_131	
SRR15884350	AMPLICON	Young_130	407	China	Illumina	NovaSeq	intestinal	fecal	13535437	PRJNA763023	SAMN21421184	Metagenome	or	environmental	7446671	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175258	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Young_130	
SRR15884351	AMPLICON	Young_12	403	China	Illumina	NovaSeq	intestinal	fecal	10437821	PRJNA763023	SAMN21421183	Metagenome	or	environmental	5233081	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175257	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Young_12	
SRR15884352	AMPLICON	Young_129	415	China	Illumina	NovaSeq	intestinal	fecal	2694314	PRJNA763023	SAMN21421182	Metagenome	or	environmental	1276943	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175256	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Young_129	
SRR15884353	AMPLICON	Young_128	410	China	Illumina	NovaSeq	intestinal	fecal	17283088	PRJNA763023	SAMN21421181	Metagenome	or	environmental	7977689	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175255	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Young_128	
SRR15884354	AMPLICON	Young_127	406	China	Illumina	NovaSeq	intestinal	fecal	6275943	PRJNA763023	SAMN21421180	Metagenome	or	environmental	2936726	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175254	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Young_127	
SRR15884355	AMPLICON	Young_126	414	China	Illumina	NovaSeq	intestinal	fecal	17092670	PRJNA763023	SAMN21421179	Metagenome	or	environmental	7694644	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175253	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Young_126	
SRR15884356	AMPLICON	Young_125	410	China	Illumina	NovaSeq	intestinal	fecal	9708931	PRJNA763023	SAMN21421178	Metagenome	or	environmental	4500510	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175252	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Young_125	
SRR15884357	AMPLICON	Young_124	406	China	Illumina	NovaSeq	intestinal	fecal	7499993	PRJNA763023	SAMN21421177	Metagenome	or	environmental	3457478	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175251	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Young_124	
SRR15884358	AMPLICON	oControl_156	415	China	Illumina	NovaSeq	intestinal	fecal	25484008	PRJNA763023	SAMN21420628	Metagenome	or	environmental	11185727	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175250	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	oControl_156	
SRR15884359	AMPLICON	Young_123	408	China	Illumina	NovaSeq	intestinal	fecal	11238420	PRJNA763023	SAMN21421176	Metagenome	or	environmental	5166132	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175249	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Young_123	
SRR15884360	AMPLICON	Young_122	401	China	Illumina	NovaSeq	intestinal	fecal	11977963	PRJNA763023	SAMN21421175	Metagenome	or	environmental	7559340	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175248	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Young_122	
SRR15884361	AMPLICON	Young_121	408	China	Illumina	NovaSeq	intestinal	fecal	13034797	PRJNA763023	SAMN21421174	Metagenome	or	environmental	8025142	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175247	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Young_121	
SRR15884362	AMPLICON	Young_120	396	China	Illumina	NovaSeq	intestinal	fecal	13914259	PRJNA763023	SAMN21421173	Metagenome	or	environmental	8617642	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175246	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Young_120	
SRR15884363	AMPLICON	Young_11	405	China	Illumina	NovaSeq	intestinal	fecal	10776876	PRJNA763023	SAMN21421172	Metagenome	or	environmental	5552612	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175245	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Young_11	
SRR15884364	AMPLICON	Young_119	403	China	Illumina	NovaSeq	intestinal	fecal	18948011	PRJNA763023	SAMN21421171	Metagenome	or	environmental	11807914	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175244	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Young_119	
SRR15884365	AMPLICON	Young_118	400	China	Illumina	NovaSeq	intestinal	fecal	20166370	PRJNA763023	SAMN21421170	Metagenome	or	environmental	12246725	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175243	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Young_118	
SRR15884366	AMPLICON	Young_117	404	China	Illumina	NovaSeq	intestinal	fecal	7622089	PRJNA763023	SAMN21421169	Metagenome	or	environmental	4737270	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175242	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Young_117	
SRR15884367	AMPLICON	Young_116	401	China	Illumina	NovaSeq	intestinal	fecal	12391875	PRJNA763023	SAMN21421168	Metagenome	or	environmental	7605303	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175241	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Young_116	
SRR15884368	AMPLICON	Young_115	402	China	Illumina	NovaSeq	intestinal	fecal	9733181	PRJNA763023	SAMN21421167	Metagenome	or	environmental	6014762	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175240	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Young_115	
SRR15884369	AMPLICON	oControl_155	412	China	Illumina	NovaSeq	intestinal	fecal	21653521	PRJNA763023	SAMN21420627	Metagenome	or	environmental	8224929	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175239	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	oControl_155	
SRR15884370	AMPLICON	oControl_106	400	China	Illumina	NovaSeq	intestinal	fecal	11020973	PRJNA763023	SAMN21420573	Metagenome	or	environmental	6280861	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175238	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	oControl_106	
SRR15884371	AMPLICON	Young_114	404	China	Illumina	NovaSeq	intestinal	fecal	11215859	PRJNA763023	SAMN21421166	Metagenome	or	environmental	6905873	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175237	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Young_114	
SRR15884372	AMPLICON	Young_113	399	China	Illumina	NovaSeq	intestinal	fecal	12565723	PRJNA763023	SAMN21421165	Metagenome	or	environmental	7686903	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175236	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Young_113	
SRR15884373	AMPLICON	Young_112	403	China	Illumina	NovaSeq	intestinal	fecal	12090845	PRJNA763023	SAMN21421164	Metagenome	or	environmental	7450226	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175235	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Young_112	
SRR15884374	AMPLICON	Young_111	409	China	Illumina	NovaSeq	intestinal	fecal	11504572	PRJNA763023	SAMN21421163	Metagenome	or	environmental	7051726	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175234	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Young_111	
SRR15884375	AMPLICON	Young_110	400	China	Illumina	NovaSeq	intestinal	fecal	10922705	PRJNA763023	SAMN21421162	Metagenome	or	environmental	6669701	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175233	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Young_110	
SRR15884376	AMPLICON	Young_10	398	China	Illumina	NovaSeq	intestinal	fecal	8053989	PRJNA763023	SAMN21421161	Metagenome	or	environmental	4083299	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175232	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Young_10	
SRR15884377	AMPLICON	Young_109	412	China	Illumina	NovaSeq	intestinal	fecal	7128469	PRJNA763023	SAMN21421160	Metagenome	or	environmental	3816949	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175231	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Young_109	
SRR15884378	AMPLICON	Young_108	406	China	Illumina	NovaSeq	intestinal	fecal	10516012	PRJNA763023	SAMN21421159	Metagenome	or	environmental	6436399	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175230	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Young_108	
SRR15884379	AMPLICON	Young_107	402	China	Illumina	NovaSeq	intestinal	fecal	13049010	PRJNA763023	SAMN21421158	Metagenome	or	environmental	8068307	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175229	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Young_107	
SRR15884380	AMPLICON	Young_106	406	China	Illumina	NovaSeq	intestinal	fecal	14018539	PRJNA763023	SAMN21421157	Metagenome	or	environmental	8618370	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175228	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Young_106	
SRR15884381	AMPLICON	oControl_154	424	China	Illumina	NovaSeq	intestinal	fecal	26884783	PRJNA763023	SAMN21420626	Metagenome	or	environmental	8951252	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175227	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	oControl_154	
SRR15884382	AMPLICON	Young_105	399	China	Illumina	NovaSeq	intestinal	fecal	13793991	PRJNA763023	SAMN21421156	Metagenome	or	environmental	8491913	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175226	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Young_105	
SRR15884383	AMPLICON	Young_104	402	China	Illumina	NovaSeq	intestinal	fecal	10483552	PRJNA763023	SAMN21421155	Metagenome	or	environmental	6406514	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175225	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Young_104	
SRR15884384	AMPLICON	Young_103	410	China	Illumina	NovaSeq	intestinal	fecal	10795216	PRJNA763023	SAMN21421154	Metagenome	or	environmental	6612481	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175224	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Young_103	
SRR15884385	AMPLICON	Young_102	401	China	Illumina	NovaSeq	intestinal	fecal	16536257	PRJNA763023	SAMN21421153	Metagenome	or	environmental	9942230	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175223	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Young_102	
